time, clk_1M024, rst_n_1M024, clk_16M384, rst_16M384, DAC_I, DAC_Q, DAC_bits, DAC_vld, pn_5, pn_4
               26699, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               26700, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               26701, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               26702, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               26703, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               26704, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               26705, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               26706, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               26707, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               26708, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               26709, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               26710, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               26711, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               26712, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               26713, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               26714, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               26715, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               26716, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               26717, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               26718, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               26719, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               26720, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               26721, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26722, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26723, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26724, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26725, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26726, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26727, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26728, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26729, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26730, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26731, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26732, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26733, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26734, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26735, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26736, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26737, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26738, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26739, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26740, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26741, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26742, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26743, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26744, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26745, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26746, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26747, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26748, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26749, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26750, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26751, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26752, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26753, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               26754, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               26755, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               26756, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               26757, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               26758, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               26759, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               26760, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               26761, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               26762, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               26763, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 1
               26764, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 1
               26765, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 1
               26766, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 1
               26767, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 1
               26768, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 1
               26769, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 1
               26770, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 1
               26771, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               26772, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               26773, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               26774, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               26775, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               26776, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               26777, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               26778, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               26779, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               26780, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               26781, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               26782, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               26783, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               26784, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               26785, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26786, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26787, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26788, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26789, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26790, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26791, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26792, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26793, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26794, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26795, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26796, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26797, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26798, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26799, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26800, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26801, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26802, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26803, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26804, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26805, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26806, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26807, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26808, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26809, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26810, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26811, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26812, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26813, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26814, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26815, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26816, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26817, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26818, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26819, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26820, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26821, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26822, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26823, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26824, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26825, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26826, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26827, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26828, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26829, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26830, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26831, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26832, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26833, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26834, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26835, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26836, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26837, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26838, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26839, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26840, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26841, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26842, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26843, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26844, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26845, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26846, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26847, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26848, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26849, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26850, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26851, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26852, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26853, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26854, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26855, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26856, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26857, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26858, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26859, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26860, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26861, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26862, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26863, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26864, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26865, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26866, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26867, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26868, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26869, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26870, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26871, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26872, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26873, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 1
               26874, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 1
               26875, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 1
               26876, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 1
               26877, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 1
               26878, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 1
               26879, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 1
               26880, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 1
               26881, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               26882, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               26883, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               26884, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               26885, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               26886, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               26887, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               26888, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               26889, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               26890, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               26891, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               26892, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               26893, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               26894, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               26895, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               26896, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               26897, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               26898, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               26899, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               26900, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               26901, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               26902, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               26903, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               26904, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               26905, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               26906, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               26907, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               26908, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               26909, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               26910, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               26911, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               26912, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               26913, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               26914, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               26915, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               26916, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               26917, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               26918, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               26919, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               26920, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               26921, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               26922, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               26923, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               26924, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               26925, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               26926, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               26927, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               26928, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               26929, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               26930, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               26931, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               26932, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               26933, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               26934, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               26935, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               26936, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               26937, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               26938, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               26939, 0, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               26940, 0, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               26941, 0, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               26942, 0, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               26943, 0, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               26944, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               26945, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26946, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26947, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26948, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26949, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26950, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26951, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26952, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26953, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26954, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26955, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26956, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26957, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26958, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26959, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26960, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26961, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26962, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26963, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26964, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26965, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26966, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26967, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26968, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26969, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 0
               26970, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 0
               26971, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 0
               26972, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 0
               26973, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 0
               26974, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 0
               26975, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 0
               26976, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 0
               26977, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               26978, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               26979, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               26980, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               26981, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               26982, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               26983, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               26984, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               26985, 1, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               26986, 1, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               26987, 1, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               26988, 1, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               26989, 1, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               26990, 1, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               26991, 1, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               26992, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               26993, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               26994, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               26995, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               26996, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               26997, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               26998, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               26999, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               27000, 0, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               27001, 0, 1, 0, 0,     2, -2046, 0, 1, 0, 1
               27002, 0, 1, 1, 0,     2, -2046, 0, 1, 0, 1
               27003, 0, 1, 0, 0,  2046,     2, 0, 1, 0, 1
               27004, 0, 1, 1, 0,  2046,     2, 0, 1, 0, 1
               27005, 0, 1, 0, 0,    -2,  2046, 0, 1, 0, 1
               27006, 0, 1, 1, 0,    -2,  2046, 0, 1, 0, 1
               27007, 0, 1, 0, 0, -2046,    -2, 0, 1, 0, 1
               27008, 1, 1, 1, 0, -2046,    -2, 0, 1, 0, 1
               27009, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               27010, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               27011, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               27012, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               27013, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               27014, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               27015, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               27016, 1, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               27017, 1, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               27018, 1, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               27019, 1, 1, 0, 0,  2046,     2, 0, 1, 1, 0
               27020, 1, 1, 1, 0,  2046,     2, 0, 1, 1, 0
               27021, 1, 1, 0, 0,    -2,  2046, 0, 1, 1, 0
               27022, 1, 1, 1, 0,    -2,  2046, 0, 1, 1, 0
               27023, 1, 1, 0, 0, -2046,    -2, 0, 1, 1, 0
               27024, 0, 1, 1, 0, -2046,    -2, 0, 1, 1, 0
               27025, 0, 1, 0, 0,     2, -2046, 0, 1, 1, 0
               27026, 0, 1, 1, 0,     2, -2046, 0, 1, 1, 0
               27027, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               27028, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               27029, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               27030, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               27031, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               27032, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               27033, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 0
               27034, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 0
               27035, 0, 1, 0, 0, -2046,    -2, 3, 1, 1, 0
               27036, 0, 1, 1, 0, -2046,    -2, 3, 1, 1, 0
               27037, 0, 1, 0, 0,     2, -2046, 3, 1, 1, 0
               27038, 0, 1, 1, 0,     2, -2046, 3, 1, 1, 0
               27039, 0, 1, 0, 0,  2046,     2, 3, 1, 1, 0
               27040, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 0
               27041, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               27042, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               27043, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               27044, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               27045, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               27046, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               27047, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               27048, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               27049, 1, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               27050, 1, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               27051, 1, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               27052, 1, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               27053, 1, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               27054, 1, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               27055, 1, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               27056, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               27057, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               27058, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               27059, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               27060, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               27061, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               27062, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               27063, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               27064, 0, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               27065, 0, 1, 0, 0,    -2,  2046, 3, 1, 0, 0
               27066, 0, 1, 1, 0,    -2,  2046, 3, 1, 0, 0
               27067, 0, 1, 0, 0, -2046,    -2, 3, 1, 0, 0
               27068, 0, 1, 1, 0, -2046,    -2, 3, 1, 0, 0
               27069, 0, 1, 0, 0,     2, -2046, 3, 1, 0, 0
               27070, 0, 1, 1, 0,     2, -2046, 3, 1, 0, 0
               27071, 0, 1, 0, 0,  2046,     2, 3, 1, 0, 0
               27072, 1, 1, 1, 0,  2046,     2, 3, 1, 0, 0
               27073, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               27074, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               27075, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               27076, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               27077, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               27078, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               27079, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               27080, 1, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               27081, 1, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               27082, 1, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
               27083, 1, 1, 0, 0, -2046,    -2, 3, 1, 1, 1
               27084, 1, 1, 1, 0, -2046,    -2, 3, 1, 1, 1
               27085, 1, 1, 0, 0,     2, -2046, 3, 1, 1, 1
               27086, 1, 1, 1, 0,     2, -2046, 3, 1, 1, 1
               27087, 1, 1, 0, 0,  2046,     2, 3, 1, 1, 1
               27088, 0, 1, 1, 0,  2046,     2, 3, 1, 1, 1
               27089, 0, 1, 0, 0,    -2,  2046, 3, 1, 1, 1
               27090, 0, 1, 1, 0,    -2,  2046, 3, 1, 1, 1
